 0.50000000E+02  -0.41296361E-01  -0.46997891E-01  -0.53212645E-01  -0.57597662E-01  -0.64421877E-01  -0.71304693E-01  -0.77845858E-01  -0.81765039E-01  -0.86593971E-01  -0.89825593E-01
 0.10000000E+03  -0.53615796E-01  -0.61462696E-01  -0.69970109E-01  -0.75934276E-01  -0.85134056E-01  -0.94283129E-01  -0.10281423E+00  -0.10781764E+00  -0.11379901E+00  -0.11755512E+00
 0.15000000E+03  -0.63568281E-01  -0.72928497E-01  -0.83015708E-01  -0.90038998E-01  -0.10077347E+00  -0.11129783E+00  -0.12092837E+00  -0.12645983E+00  -0.13287911E+00  -0.13664905E+00
 0.20000000E+03  -0.72951699E-01  -0.83623094E-01  -0.95053353E-01  -0.10295744E+00  -0.11492978E+00  -0.12650648E+00  -0.13690858E+00  -0.14276190E+00  -0.14935301E+00  -0.15294458E+00
 0.25000000E+03  -0.82147164E-01  -0.94032041E-01  -0.10668739E+00  -0.11538168E+00  -0.12843956E+00  -0.14090311E+00  -0.15191109E+00  -0.15798403E+00  -0.16461780E+00  -0.16794010E+00
 0.30000000E+03  -0.91233714E-01  -0.10426302E+00  -0.11805986E+00  -0.12748054E+00  -0.14151829E+00  -0.15475707E+00  -0.16626334E+00  -0.17249190E+00  -0.17909079E+00  -0.18209264E+00
 0.35000000E+03  -0.10022515E+00  -0.11433926E+00  -0.12920640E+00  -0.13930006E+00  -0.15423128E+00  -0.16815710E+00  -0.18007999E+00  -0.18641743E+00  -0.19292741E+00  -0.19557595E+00
 0.40000000E+03  -0.10912262E+00  -0.12426632E+00  -0.14013885E+00  -0.15085765E+00  -0.16660665E+00  -0.18114443E+00  -0.19341664E+00  -0.19982573E+00  -0.20620548E+00  -0.20847761E+00
 0.45000000E+03  -0.11792589E+00  -0.13404711E+00  -0.15086467E+00  -0.16216478E+00  -0.17866335E+00  -0.19374703E+00  -0.20631091E+00  -0.21276052E+00  -0.21897672E+00  -0.22085530E+00
 0.50000000E+03  -0.12663554E+00  -0.14368506E+00  -0.16139124E+00  -0.17323220E+00  -0.19041831E+00  -0.20598886E+00  -0.21879392E+00  -0.22525743E+00  -0.23128238E+00  -0.23275425E+00
 0.55000000E+03  -0.13525298E+00  -0.15318443E+00  -0.17172658E+00  -0.18407100E+00  -0.20188794E+00  -0.21789223E+00  -0.23089383E+00  -0.23734807E+00  -0.24315834E+00  -0.24421321E+00
 0.60000000E+03  -0.14378030E+00  -0.16255012E+00  -0.18187920E+00  -0.19469252E+00  -0.21308841E+00  -0.22947843E+00  -0.24263678E+00  -0.24906145E+00  -0.25463699E+00  -0.25526675E+00
 0.65000000E+03  -0.15221997E+00  -0.17178741E+00  -0.19185785E+00  -0.20510818E+00  -0.22403550E+00  -0.24076776E+00  -0.25404729E+00  -0.26042448E+00  -0.26574800E+00  -0.26594622E+00
 0.70000000E+03  -0.16057471E+00  -0.18090177E+00  -0.20167128E+00  -0.21532923E+00  -0.23474448E+00  -0.25177951E+00  -0.26514828E+00  -0.27146213E+00  -0.27651865E+00  -0.27628026E+00
 0.75000000E+03  -0.16884737E+00  -0.18989868E+00  -0.21132812E+00  -0.22536659E+00  -0.24522994E+00  -0.26253190E+00  -0.27596122E+00  -0.28219762E+00  -0.28697411E+00  -0.28629512E+00
 0.80000000E+03  -0.17704080E+00  -0.19878351E+00  -0.22083671E+00  -0.23523079E+00  -0.25550575E+00  -0.27304207E+00  -0.28650607E+00  -0.29265248E+00  -0.29713758E+00  -0.29601489E+00
 0.85000000E+03  -0.18515785E+00  -0.20756151E+00  -0.23020505E+00  -0.24493182E+00  -0.26558502E+00  -0.28332608E+00  -0.29680145E+00  -0.30284667E+00  -0.30703044E+00  -0.30546171E+00
 0.90000000E+03  -0.19320128E+00  -0.21623770E+00  -0.23944077E+00  -0.25447917E+00  -0.27548006E+00  -0.29339891E+00  -0.30686460E+00  -0.31279863E+00  -0.31667241E+00  -0.31465588E+00
 0.95000000E+03  -0.20117377E+00  -0.22481687E+00  -0.24855106E+00  -0.26388174E+00  -0.28520238E+00  -0.30327449E+00  -0.31671153E+00  -0.32252542E+00  -0.32608164E+00  -0.32361607E+00
 0.10000000E+04  -0.20907789E+00  -0.23330356E+00  -0.25754271E+00  -0.27314791E+00  -0.29476272E+00  -0.31296581E+00  -0.32635702E+00  -0.33204280E+00  -0.33527483E+00  -0.33235944E+00
 0.10500000E+04  -0.20449802E+00  -0.22985953E+00  -0.25538668E+00  -0.27188421E+00  -0.29480856E+00  -0.31420570E+00  -0.32861164E+00  -0.33485741E+00  -0.33874994E+00  -0.33629458E+00
 0.11000000E+04  -0.20104018E+00  -0.22733316E+00  -0.25393809E+00  -0.27119441E+00  -0.29524727E+00  -0.31568476E+00  -0.33097875E+00  -0.33771373E+00  -0.34217872E+00  -0.34011420E+00
 0.11500000E+04  -0.19778112E+00  -0.22489044E+00  -0.25245806E+00  -0.27040246E+00  -0.29549302E+00  -0.31690149E+00  -0.33303521E+00  -0.34023754E+00  -0.34525505E+00  -0.34357344E+00
 0.12000000E+04  -0.19456729E+00  -0.22240583E+00  -0.25084732E+00  -0.26942437E+00  -0.29548090E+00  -0.31780609E+00  -0.33474353E+00  -0.34239847E+00  -0.34795799E+00  -0.34665947E+00
 0.12500000E+04  -0.19137633E+00  -0.21987165E+00  -0.24911141E+00  -0.26827288E+00  -0.29523153E+00  -0.31842386E+00  -0.33613131E+00  -0.34422480E+00  -0.35031599E+00  -0.34940031E+00
 0.13000000E+04  -0.18821539E+00  -0.21730498E+00  -0.24727650E+00  -0.26697909E+00  -0.29478121E+00  -0.31879371E+00  -0.33723800E+00  -0.34575547E+00  -0.35236645E+00  -0.35183125E+00
 0.13500000E+04  -0.18508979E+00  -0.21471931E+00  -0.24536382E+00  -0.26556867E+00  -0.29416068E+00  -0.31894930E+00  -0.33809823E+00  -0.34702496E+00  -0.35414278E+00  -0.35398405E+00
 0.14000000E+04  -0.18201052E+00  -0.21213176E+00  -0.24339645E+00  -0.26406817E+00  -0.29340046E+00  -0.31892340E+00  -0.33874545E+00  -0.34806644E+00  -0.35567696E+00  -0.35588897E+00
 0.14500000E+04  -0.17897868E+00  -0.20954934E+00  -0.24138734E+00  -0.26249412E+00  -0.29252148E+00  -0.31873994E+00  -0.33920514E+00  -0.34890575E+00  -0.35699462E+00  -0.35757079E+00
 0.15000000E+04  -0.17600595E+00  -0.20698765E+00  -0.23935592E+00  -0.26086830E+00  -0.29154833E+00  -0.31842524E+00  -0.33950426E+00  -0.34956973E+00  -0.35812181E+00  -0.35905431E+00
 0.15500000E+04  -0.17309191E+00  -0.20445059E+00  -0.23731063E+00  -0.25920197E+00  -0.29049597E+00  -0.31799702E+00  -0.33966224E+00  -0.35007843E+00  -0.35907887E+00  -0.36035959E+00
 0.16000000E+04  -0.17023368E+00  -0.20193988E+00  -0.23525787E+00  -0.25750452E+00  -0.28937766E+00  -0.31747148E+00  -0.33969724E+00  -0.35045080E+00  -0.35988530E+00  -0.36150610E+00
 0.16500000E+04  -0.16744133E+00  -0.19946783E+00  -0.23321229E+00  -0.25579207E+00  -0.28821144E+00  -0.31686801E+00  -0.33962936E+00  -0.35070705E+00  -0.36056100E+00  -0.36251302E+00
 0.17000000E+04  -0.16471693E+00  -0.19703922E+00  -0.23118151E+00  -0.25407406E+00  -0.28700922E+00  -0.31620049E+00  -0.33947380E+00  -0.35086293E+00  -0.36112207E+00  -0.36339636E+00
 0.17500000E+04  -0.16206765E+00  -0.19466261E+00  -0.22917565E+00  -0.25236171E+00  -0.28578372E+00  -0.31548286E+00  -0.33924527E+00  -0.35093339E+00  -0.36158350E+00  -0.36417079E+00
 0.18000000E+04  -0.15949169E+00  -0.19233859E+00  -0.22719791E+00  -0.25065994E+00  -0.28454227E+00  -0.31472444E+00  -0.33895464E+00  -0.35093005E+00  -0.36195757E+00  -0.36484886E+00
 0.18500000E+04  -0.15698794E+00  -0.19006842E+00  -0.22525204E+00  -0.24897413E+00  -0.28329250E+00  -0.31393477E+00  -0.33861282E+00  -0.35086445E+00  -0.36225645E+00  -0.36544294E+00
 0.19000000E+04  -0.15455541E+00  -0.18785329E+00  -0.22334160E+00  -0.24730939E+00  -0.28204168E+00  -0.31312287E+00  -0.33823019E+00  -0.35074763E+00  -0.36249173E+00  -0.36596483E+00
 0.19500000E+04  -0.15219182E+00  -0.18569311E+00  -0.22146881E+00  -0.24566947E+00  -0.28079568E+00  -0.31229643E+00  -0.33781581E+00  -0.35058929E+00  -0.36267379E+00  -0.36642523E+00
 0.20000000E+04  -0.14989734E+00  -0.18358981E+00  -0.21963753E+00  -0.24405952E+00  -0.27956143E+00  -0.31146386E+00  -0.33737922E+00  -0.35039952E+00  -0.36281316E+00  -0.36683479E+00
 0.20500000E+04  -0.14753703E+00  -0.18138246E+00  -0.21765863E+00  -0.24227064E+00  -0.27809948E+00  -0.31035509E+00  -0.33662129E+00  -0.34986178E+00  -0.36257184E+00  -0.36684109E+00
 0.21000000E+04  -0.14515092E+00  -0.17912118E+00  -0.21559350E+00  -0.24037233E+00  -0.27649219E+00  -0.30906584E+00  -0.33565104E+00  -0.34909348E+00  -0.36207848E+00  -0.36658153E+00
