 0.10000000E+02   0.20078426E+00   0.20047953E+00   0.19954742E+00
 0.20000000E+02   0.20102959E+00   0.20060710E+00   0.19945430E+00
 0.30000000E+02   0.20116009E+00   0.20070579E+00   0.19945330E+00
 0.40000000E+02   0.20124265E+00   0.20078458E+00   0.19948441E+00
 0.50000000E+02   0.20130055E+00   0.20084802E+00   0.19952925E+00
 0.60000000E+02   0.20134402E+00   0.20090021E+00   0.19958004E+00
 0.70000000E+02   0.20137832E+00   0.20094433E+00   0.19963288E+00
 0.80000000E+02   0.20140641E+00   0.20098275E+00   0.19968576E+00
 0.90000000E+02   0.20143011E+00   0.20101715E+00   0.19973758E+00
 0.10000000E+03   0.20145060E+00   0.20104874E+00   0.19978778E+00
 0.11000000E+03   0.20146868E+00   0.20107837E+00   0.19983606E+00
 0.12000000E+03   0.20148492E+00   0.20110665E+00   0.19988227E+00
 0.13000000E+03   0.20149972E+00   0.20113402E+00   0.19992640E+00
 0.14000000E+03   0.20151338E+00   0.20116080E+00   0.19996845E+00
 0.15000000E+03   0.20152613E+00   0.20118719E+00   0.20000848E+00
 0.16000000E+03   0.20153814E+00   0.20121334E+00   0.20004659E+00
 0.17000000E+03   0.20154955E+00   0.20123937E+00   0.20008287E+00
 0.18000000E+03   0.20156046E+00   0.20126535E+00   0.20011744E+00
 0.19000000E+03   0.20157096E+00   0.20129133E+00   0.20015039E+00
 0.20000000E+03   0.20158110E+00   0.20131734E+00   0.20018183E+00
 0.21000000E+03   0.20159095E+00   0.20134341E+00   0.20021189E+00
 0.22000000E+03   0.20160055E+00   0.20136954E+00   0.20024065E+00
 0.23000000E+03   0.20160994E+00   0.20139572E+00   0.20026822E+00
 0.24000000E+03   0.20161915E+00   0.20142196E+00   0.20029468E+00
 0.25000000E+03   0.20162821E+00   0.20144823E+00   0.20032012E+00
 0.26000000E+03   0.20163714E+00   0.20147452E+00   0.20034462E+00
 0.27000000E+03   0.20164597E+00   0.20150082E+00   0.20036825E+00
 0.28000000E+03   0.20165471E+00   0.20152711E+00   0.20039107E+00
 0.29000000E+03   0.20166338E+00   0.20155338E+00   0.20041316E+00
 0.30000000E+03   0.20167200E+00   0.20157963E+00   0.20043455E+00
 0.31000000E+03   0.20168058E+00   0.20160584E+00   0.20045532E+00
 0.32000000E+03   0.20168913E+00   0.20163200E+00   0.20047549E+00
 0.33000000E+03   0.20169767E+00   0.20165810E+00   0.20049511E+00
 0.34000000E+03   0.20170622E+00   0.20168413E+00   0.20051423E+00
 0.35000000E+03   0.20171477E+00   0.20171009E+00   0.20053287E+00
 0.36000000E+03   0.20172334E+00   0.20173598E+00   0.20055108E+00
 0.37000000E+03   0.20173193E+00   0.20176177E+00   0.20056887E+00
 0.38000000E+03   0.20174056E+00   0.20178748E+00   0.20058628E+00
 0.39000000E+03   0.20174924E+00   0.20181309E+00   0.20060333E+00
 0.40000000E+03   0.20175796E+00   0.20183860E+00   0.20062004E+00
 0.41000000E+03   0.20176674E+00   0.20186401E+00   0.20063644E+00
 0.42000000E+03   0.20177558E+00   0.20188931E+00   0.20065254E+00
 0.43000000E+03   0.20178448E+00   0.20191451E+00   0.20066836E+00
 0.44000000E+03   0.20179345E+00   0.20193959E+00   0.20068392E+00
 0.45000000E+03   0.20180250E+00   0.20196456E+00   0.20069923E+00
 0.46000000E+03   0.20181162E+00   0.20198941E+00   0.20071430E+00
 0.47000000E+03   0.20182083E+00   0.20201414E+00   0.20072916E+00
 0.48000000E+03   0.20183012E+00   0.20203875E+00   0.20074381E+00
 0.49000000E+03   0.20183949E+00   0.20206324E+00   0.20075826E+00
 0.50000000E+03   0.20184896E+00   0.20208761E+00   0.20077252E+00
