 0.50000000E+00   0.20029696E+00   0.19973183E+00   0.19997824E+00
 0.10000000E+01   0.20040876E+00   0.19970441E+00   0.19992740E+00
 0.15000000E+01   0.20049433E+00   0.19971507E+00   0.19989725E+00
 0.20000000E+01   0.20056343E+00   0.19972591E+00   0.19987902E+00
 0.25000000E+01   0.20061979E+00   0.19973274E+00   0.19986773E+00
 0.30000000E+01   0.20066639E+00   0.19973630E+00   0.19986075E+00
 0.35000000E+01   0.20070563E+00   0.19973772E+00   0.19985659E+00
 0.40000000E+01   0.20073932E+00   0.19973788E+00   0.19985430E+00
 0.45000000E+01   0.20076882E+00   0.19973739E+00   0.19985321E+00
 0.50000000E+01   0.20079510E+00   0.19973661E+00   0.19985288E+00
 0.55000000E+01   0.20081887E+00   0.19973578E+00   0.19985296E+00
 0.60000000E+01   0.20084065E+00   0.19973504E+00   0.19985325E+00
 0.65000000E+01   0.20086081E+00   0.19973447E+00   0.19985357E+00
 0.70000000E+01   0.20087964E+00   0.19973410E+00   0.19985386E+00
 0.75000000E+01   0.20089734E+00   0.19973396E+00   0.19985405E+00
 0.80000000E+01   0.20091408E+00   0.19973405E+00   0.19985412E+00
 0.85000000E+01   0.20092998E+00   0.19973435E+00   0.19985409E+00
 0.90000000E+01   0.20094514E+00   0.19973485E+00   0.19985396E+00
 0.95000000E+01   0.20095963E+00   0.19973553E+00   0.19985376E+00
 0.10000000E+02   0.20097352E+00   0.19973638E+00   0.19985354E+00
 0.10500000E+02   0.20098687E+00   0.19973736E+00   0.19985332E+00
 0.11000000E+02   0.20099971E+00   0.19973847E+00   0.19985314E+00
 0.11500000E+02   0.20101208E+00   0.19973968E+00   0.19985304E+00
 0.12000000E+02   0.20102402E+00   0.19974098E+00   0.19985306E+00
 0.12500000E+02   0.20103555E+00   0.19974235E+00   0.19985321E+00
 0.13000000E+02   0.20104669E+00   0.19974378E+00   0.19985354E+00
 0.13500000E+02   0.20105747E+00   0.19974525E+00   0.19985406E+00
 0.14000000E+02   0.20106791E+00   0.19974676E+00   0.19985479E+00
 0.14500000E+02   0.20107802E+00   0.19974829E+00   0.19985575E+00
 0.15000000E+02   0.20108783E+00   0.19974984E+00   0.19985695E+00
 0.15500000E+02   0.20109734E+00   0.19975140E+00   0.19985840E+00
 0.16000000E+02   0.20110657E+00   0.19975297E+00   0.19986012E+00
 0.16500000E+02   0.20111553E+00   0.19975453E+00   0.19986210E+00
 0.17000000E+02   0.20112423E+00   0.19975609E+00   0.19986434E+00
 0.17500000E+02   0.20113269E+00   0.19975763E+00   0.19986686E+00
 0.18000000E+02   0.20114091E+00   0.19975916E+00   0.19986964E+00
 0.18500000E+02   0.20114890E+00   0.19976068E+00   0.19987268E+00
 0.19000000E+02   0.20115668E+00   0.19976218E+00   0.19987599E+00
 0.19500000E+02   0.20116425E+00   0.19976366E+00   0.19987954E+00
 0.20000000E+02   0.20117161E+00   0.19976512E+00   0.19988335E+00
 0.20500000E+02   0.20117878E+00   0.19976656E+00   0.19988740E+00
 0.21000000E+02   0.20118576E+00   0.19976797E+00   0.19989168E+00
