 0.10000000E+02  -0.48664711E-02  -0.64250427E-02  -0.85321440E-02  -0.10465359E-01  -0.12949187E-01  -0.15097115E-01  -0.17668145E-01  -0.19707766E-01  -0.21889494E-01  -0.23376542E-01
 0.20000000E+02  -0.82109636E-02  -0.10541708E-01  -0.13673462E-01  -0.16526751E-01  -0.20162174E-01  -0.23274569E-01  -0.26953775E-01  -0.29826587E-01  -0.32835161E-01  -0.34825468E-01
 0.30000000E+02  -0.11211215E-01  -0.14144483E-01  -0.18067320E-01  -0.21622377E-01  -0.26123426E-01  -0.29947570E-01  -0.34424044E-01  -0.37874544E-01  -0.41424336E-01  -0.43712551E-01
 0.40000000E+02  -0.14044594E-01  -0.17501799E-01  -0.22107539E-01  -0.26263287E-01  -0.31497720E-01  -0.35917013E-01  -0.41047818E-01  -0.44959243E-01  -0.48921170E-01  -0.51416223E-01
 0.50000000E+02  -0.16751658E-01  -0.20681683E-01  -0.25900252E-01  -0.30591460E-01  -0.36474237E-01  -0.41414020E-01  -0.47108269E-01  -0.51407271E-01  -0.55701877E-01  -0.58349410E-01
 0.60000000E+02  -0.19349269E-01  -0.23713587E-01  -0.29492426E-01  -0.34670369E-01  -0.41138196E-01  -0.46543127E-01  -0.52733922E-01  -0.57367171E-01  -0.61937848E-01  -0.64700308E-01
 0.70000000E+02  -0.21849856E-01  -0.26617621E-01  -0.32914803E-01  -0.38540739E-01  -0.45543419E-01  -0.51369749E-01  -0.58004519E-01  -0.62930551E-01  -0.67734048E-01  -0.70583507E-01
 0.80000000E+02  -0.24264535E-01  -0.29410333E-01  -0.36191405E-01  -0.42233560E-01  -0.49729999E-01  -0.55941999E-01  -0.62978025E-01  -0.68163458E-01  -0.73165479E-01  -0.76080304E-01
 0.90000000E+02  -0.26603431E-01  -0.32105961E-01  -0.39342093E-01  -0.45773911E-01  -0.53729797E-01  -0.60297690E-01  -0.67699526E-01  -0.73116890E-01  -0.78289591E-01  -0.81252585E-01
 0.10000000E+03  -0.28875624E-01  -0.34716809E-01  -0.42383552E-01  -0.49182521E-01  -0.57568781E-01  -0.64467377E-01  -0.72205160E-01  -0.77831485E-01  -0.83151866E-01  -0.86149093E-01
 0.11000000E+03  -0.31089138E-01  -0.37253474E-01  -0.45329861E-01  -0.52476674E-01  -0.61268379E-01  -0.68476104E-01  -0.76524353E-01  -0.82340176E-01  -0.87788973E-01  -0.90808970E-01
 0.12000000E+03  -0.33250994E-01  -0.39725058E-01  -0.48192929E-01  -0.55670856E-01  -0.64846401E-01  -0.72344581E-01  -0.80681317E-01  -0.86669964E-01  -0.92230842E-01  -0.95264053E-01
 0.13000000E+03  -0.35367298E-01  -0.42139369E-01  -0.50982854E-01  -0.58777260E-01  -0.68317745E-01  -0.76090061E-01  -0.84696143E-01  -0.90843179E-01  -0.96502144E-01  -0.99540507E-01
 0.14000000E+03  -0.37443348E-01  -0.44503106E-01  -0.53708217E-01  -0.61806193E-01  -0.71694939E-01  -0.79727007E-01  -0.88585617E-01  -0.94878440E-01  -0.10062338E+00  -0.10366003E+00
 0.15000000E+03  -0.39483736E-01  -0.46822028E-01  -0.56376340E-01  -0.64766408E-01  -0.74988579E-01  -0.83267618E-01  -0.92363865E-01  -0.98791377E-01  -0.10461173E+00  -0.10764075E+00
 0.16000000E+03  -0.41492450E-01  -0.49101098E-01  -0.58993494E-01  -0.67665368E-01  -0.78207673E-01  -0.86722249E-01  -0.96042852E-01  -0.10259521E+00  -0.10848167E+00  -0.11149793E+00
 0.17000000E+03  -0.43472959E-01  -0.51344606E-01  -0.61565070E-01  -0.70509476E-01  -0.81359925E-01  -0.90099737E-01  -0.99632773E-01  -0.10630119E+00  -0.11224553E+00  -0.11524454E+00
 0.18000000E+03  -0.45428288E-01  -0.53556276E-01  -0.64095727E-01  -0.73304246E-01  -0.84451958E-01  -0.93407672E-01  -0.10314237E+00  -0.10991894E+00  -0.11591381E+00  -0.11889163E+00
 0.19000000E+03  -0.47361083E-01  -0.55739350E-01  -0.66589506E-01  -0.76054451E-01  -0.87489494E-01  -0.96652606E-01  -0.10657919E+00  -0.11345678E+00  -0.11949560E+00  -0.12244870E+00
 0.20000000E+03  -0.49273668E-01  -0.57896665E-01  -0.69049929E-01  -0.78764246E-01  -0.90477507E-01  -0.99840227E-01  -0.10994977E+00  -0.11692190E+00  -0.12299872E+00  -0.12592399E+00
 0.21000000E+03  -0.51168089E-01  -0.60030709E-01  -0.71480080E-01  -0.81437260E-01  -0.93420339E-01  -0.10297550E+00  -0.11325982E+00  -0.12032058E+00  -0.12643001E+00  -0.12932463E+00
 0.22000000E+03  -0.53046156E-01  -0.62143676E-01  -0.73882669E-01  -0.84076680E-01  -0.96321797E-01  -0.10606278E+00  -0.11651433E+00  -0.12365831E+00  -0.12979545E+00  -0.13265689E+00
 0.23000000E+03  -0.54909469E-01  -0.64237505E-01  -0.76260089E-01  -0.86685318E-01  -0.99185239E-01  -0.10910590E+00  -0.11971773E+00  -0.12693992E+00  -0.13310029E+00  -0.13592626E+00
 0.24000000E+03  -0.56759455E-01  -0.66313917E-01  -0.78614457E-01  -0.89265661E-01  -0.10201364E+00  -0.11210825E+00  -0.12287389E+00  -0.13016971E+00  -0.13634918E+00  -0.13913759E+00
 0.25000000E+03  -0.58597384E-01  -0.68374442E-01  -0.80947658E-01  -0.91819920E-01  -0.10480963E+00  -0.11507286E+00  -0.12598630E+00  -0.13335147E+00  -0.13954625E+00  -0.14229520E+00
 0.26000000E+03  -0.60424393E-01  -0.70420450E-01  -0.83261374E-01  -0.94350067E-01  -0.10757557E+00  -0.11800242E+00  -0.12905804E+00  -0.13648861E+00  -0.14269519E+00  -0.14540292E+00
 0.27000000E+03  -0.62241499E-01  -0.72453165E-01  -0.85557108E-01  -0.96857870E-01  -0.11031357E+00  -0.12089933E+00  -0.13209188E+00  -0.13958414E+00  -0.14579928E+00  -0.14846419E+00
 0.28000000E+03  -0.64049618E-01  -0.74473687E-01  -0.87836213E-01  -0.99344913E-01  -0.11302553E+00  -0.12376577E+00  -0.13509032E+00  -0.14264082E+00  -0.14886149E+00  -0.15148209E+00
 0.29000000E+03  -0.65849575E-01  -0.76483006E-01  -0.90099904E-01  -0.10181263E+00  -0.11571316E+00  -0.12660369E+00  -0.13805559E+00  -0.14566110E+00  -0.15188448E+00  -0.15445941E+00
 0.30000000E+03  -0.67642114E-01  -0.78482017E-01  -0.92349281E-01  -0.10426230E+00  -0.11837799E+00  -0.12941486E+00  -0.14098974E+00  -0.14864721E+00  -0.15487067E+00  -0.15739865E+00
 0.31000000E+03  -0.69427908E-01  -0.80471529E-01  -0.94585340E-01  -0.10669510E+00  -0.12102144E+00  -0.13220089E+00  -0.14389460E+00  -0.15160119E+00  -0.15782226E+00  -0.16030210E+00
 0.32000000E+03  -0.71207567E-01  -0.82452277E-01  -0.96808982E-01  -0.10911210E+00  -0.12364478E+00  -0.13496324E+00  -0.14677187E+00  -0.15452486E+00  -0.16074123E+00  -0.16317183E+00
 0.33000000E+03  -0.72981646E-01  -0.84424926E-01  -0.99021032E-01  -0.11151427E+00  -0.12624917E+00  -0.13770324E+00  -0.14962307E+00  -0.15741993E+00  -0.16362940E+00  -0.16600973E+00
 0.34000000E+03  -0.74750649E-01  -0.86390085E-01  -0.10122224E+00  -0.11390248E+00  -0.12883568E+00  -0.14042213E+00  -0.15244962E+00  -0.16028792E+00  -0.16648845E+00  -0.16881753E+00
 0.35000000E+03  -0.76515035E-01  -0.88348309E-01  -0.10341329E+00  -0.11627756E+00  -0.13140529E+00  -0.14312101E+00  -0.15525281E+00  -0.16313026E+00  -0.16931990E+00  -0.17159683E+00
 0.36000000E+03  -0.78275223E-01  -0.90300104E-01  -0.10559482E+00  -0.11864024E+00  -0.13395889E+00  -0.14580093E+00  -0.15803383E+00  -0.16594825E+00  -0.17212517E+00  -0.17434909E+00
 0.37000000E+03  -0.80031597E-01  -0.92245936E-01  -0.10776739E+00  -0.12099122E+00  -0.13649732E+00  -0.14846284E+00  -0.16079376E+00  -0.16874309E+00  -0.17490554E+00  -0.17707565E+00
 0.38000000E+03  -0.81784507E-01  -0.94186231E-01  -0.10993155E+00  -0.12333111E+00  -0.13902133E+00  -0.15110761E+00  -0.16353364E+00  -0.17151590E+00  -0.17766223E+00  -0.17977776E+00
 0.39000000E+03  -0.83534276E-01  -0.96121383E-01  -0.11208778E+00  -0.12566052E+00  -0.14153164E+00  -0.15373607E+00  -0.16625440E+00  -0.17426771E+00  -0.18039634E+00  -0.18245657E+00
 0.40000000E+03  -0.85281199E-01  -0.98051751E-01  -0.11423654E+00  -0.12797998E+00  -0.14402890E+00  -0.15634897E+00  -0.16895692E+00  -0.17699948E+00  -0.18310891E+00  -0.18511316E+00
 0.41000000E+03  -0.87025546E-01  -0.99977669E-01  -0.11637825E+00  -0.13028999E+00  -0.14651373E+00  -0.15894703E+00  -0.17164201E+00  -0.17971209E+00  -0.18580090E+00  -0.18774853E+00
 0.42000000E+03  -0.88767568E-01  -0.10189945E+00  -0.11851329E+00  -0.13259102E+00  -0.14898669E+00  -0.16153089E+00  -0.17431043E+00  -0.18240639E+00  -0.18847321E+00  -0.19036359E+00
 0.43000000E+03  -0.90507495E-01  -0.10381737E+00  -0.12064204E+00  -0.13488350E+00  -0.15144833E+00  -0.16410118E+00  -0.17696289E+00  -0.18508315E+00  -0.19112668E+00  -0.19295922E+00
 0.44000000E+03  -0.92245539E-01  -0.10573169E+00  -0.12276482E+00  -0.13716785E+00  -0.15389913E+00  -0.16665847E+00  -0.17960007E+00  -0.18774311E+00  -0.19376210E+00  -0.19553624E+00
 0.45000000E+03  -0.93981895E-01  -0.10764268E+00  -0.12488195E+00  -0.13944444E+00  -0.15633956E+00  -0.16920330E+00  -0.18222258E+00  -0.19038694E+00  -0.19638019E+00  -0.19809540E+00
 0.46000000E+03  -0.95716744E-01  -0.10955054E+00  -0.12699372E+00  -0.14171363E+00  -0.15877007E+00  -0.17173619E+00  -0.18483101E+00  -0.19301529E+00  -0.19898165E+00  -0.20063742E+00
 0.47000000E+03  -0.97450253E-01  -0.11145549E+00  -0.12910041E+00  -0.14397575E+00  -0.16119106E+00  -0.17425760E+00  -0.18742592E+00  -0.19562877E+00  -0.20156714E+00  -0.20316298E+00
 0.48000000E+03  -0.99182578E-01  -0.11335773E+00  -0.13120228E+00  -0.14623112E+00  -0.16360292E+00  -0.17676800E+00  -0.19000783E+00  -0.19822794E+00  -0.20413727E+00  -0.20567270E+00
 0.49000000E+03  -0.10091386E+00  -0.11525745E+00  -0.13329957E+00  -0.14848004E+00  -0.16600602E+00  -0.17926781E+00  -0.19257723E+00  -0.20081336E+00  -0.20669261E+00  -0.20816719E+00
 0.50000000E+03  -0.10264423E+00  -0.11715481E+00  -0.13539250E+00  -0.15072277E+00  -0.16840071E+00  -0.18175743E+00  -0.19513459E+00  -0.20338552E+00  -0.20923373E+00  -0.21064702E+00
