 0.10000000E+02   0.15137140E+02
 0.20000000E+02   0.71562989E+01
 0.30000000E+02   0.54548425E+01
 0.40000000E+02   0.46341292E+01
 0.50000000E+02   0.41069672E+01
 0.60000000E+02   0.37229335E+01
 0.70000000E+02   0.34256235E+01
 0.80000000E+02   0.31875498E+01
 0.90000000E+02   0.29926717E+01
 0.10000000E+03   0.28305105E+01
 0.11000000E+03   0.26937451E+01
 0.12000000E+03   0.25770470E+01
 0.13000000E+03   0.24764342E+01
 0.14000000E+03   0.23888733E+01
 0.15000000E+03   0.23120207E+01
 0.16000000E+03   0.22440430E+01
 0.17000000E+03   0.21834905E+01
 0.18000000E+03   0.21292058E+01
 0.19000000E+03   0.20802557E+01
 0.20000000E+03   0.20358817E+01
 0.21000000E+03   0.19954616E+01
 0.22000000E+03   0.19584811E+01
 0.23000000E+03   0.19245120E+01
 0.24000000E+03   0.18931945E+01
 0.25000000E+03   0.18642247E+01
 0.26000000E+03   0.18373439E+01
 0.27000000E+03   0.18123303E+01
 0.28000000E+03   0.17889932E+01
 0.29000000E+03   0.17671670E+01
 0.30000000E+03   0.17467077E+01
 0.31000000E+03   0.17274893E+01
 0.32000000E+03   0.17094009E+01
 0.33000000E+03   0.16923448E+01
 0.34000000E+03   0.16762342E+01
 0.35000000E+03   0.16609922E+01
 0.36000000E+03   0.16465498E+01
 0.37000000E+03   0.16328457E+01
 0.38000000E+03   0.16198245E+01
 0.39000000E+03   0.16074365E+01
 0.40000000E+03   0.15956369E+01
 0.41000000E+03   0.15843852E+01
 0.42000000E+03   0.15736445E+01
 0.43000000E+03   0.15633814E+01
 0.44000000E+03   0.15535654E+01
 0.45000000E+03   0.15441686E+01
 0.46000000E+03   0.15351657E+01
 0.47000000E+03   0.15265331E+01
 0.48000000E+03   0.15182494E+01
 0.49000000E+03   0.15102949E+01
 0.50000000E+03   0.15026513E+01
