 0.10000000E+02   0.20080915E+00   0.20049197E+00   0.19951175E+00
 0.20000000E+02   0.20106651E+00   0.20063968E+00   0.19943378E+00
 0.30000000E+02   0.20120540E+00   0.20075053E+00   0.19943313E+00
 0.40000000E+02   0.20129372E+00   0.20083752E+00   0.19946170E+00
 0.50000000E+02   0.20135554E+00   0.20090692E+00   0.19950376E+00
 0.60000000E+02   0.20140178E+00   0.20096369E+00   0.19955217E+00
 0.70000000E+02   0.20143815E+00   0.20101154E+00   0.19960320E+00
 0.80000000E+02   0.20146788E+00   0.20105313E+00   0.19965478E+00
 0.90000000E+02   0.20149296E+00   0.20109034E+00   0.19970575E+00
 0.10000000E+03   0.20151467E+00   0.20112449E+00   0.19975544E+00
 0.11000000E+03   0.20153385E+00   0.20115652E+00   0.19980348E+00
 0.12000000E+03   0.20155111E+00   0.20118708E+00   0.19984968E+00
 0.13000000E+03   0.20156687E+00   0.20121665E+00   0.19989395E+00
 0.14000000E+03   0.20158147E+00   0.20124557E+00   0.19993627E+00
 0.15000000E+03   0.20159512E+00   0.20127407E+00   0.19997669E+00
 0.16000000E+03   0.20160802E+00   0.20130230E+00   0.20001526E+00
 0.17000000E+03   0.20162030E+00   0.20133039E+00   0.20005206E+00
 0.18000000E+03   0.20163206E+00   0.20135841E+00   0.20008719E+00
 0.19000000E+03   0.20164341E+00   0.20138642E+00   0.20012074E+00
 0.20000000E+03   0.20165440E+00   0.20141445E+00   0.20015282E+00
 0.21000000E+03   0.20166508E+00   0.20144251E+00   0.20018352E+00
 0.22000000E+03   0.20167552E+00   0.20147061E+00   0.20021295E+00
 0.23000000E+03   0.20168574E+00   0.20149874E+00   0.20024119E+00
 0.24000000E+03   0.20169578E+00   0.20152691E+00   0.20026834E+00
 0.25000000E+03   0.20170567E+00   0.20155511E+00   0.20029447E+00
 0.26000000E+03   0.20171543E+00   0.20158331E+00   0.20031966E+00
 0.27000000E+03   0.20172508E+00   0.20161152E+00   0.20034399E+00
 0.28000000E+03   0.20173465E+00   0.20163968E+00   0.20036752E+00
 0.29000000E+03   0.20174415E+00   0.20166778E+00   0.20039031E+00
 0.30000000E+03   0.20175360E+00   0.20169579E+00   0.20041240E+00
 0.31000000E+03   0.20176300E+00   0.20172370E+00   0.20043387E+00
 0.32000000E+03   0.20177239E+00   0.20175151E+00   0.20045474E+00
 0.33000000E+03   0.20178176E+00   0.20177920E+00   0.20047506E+00
 0.34000000E+03   0.20179113E+00   0.20180676E+00   0.20049488E+00
 0.35000000E+03   0.20180051E+00   0.20183419E+00   0.20051421E+00
 0.36000000E+03   0.20180991E+00   0.20186147E+00   0.20053311E+00
 0.37000000E+03   0.20181934E+00   0.20188861E+00   0.20055159E+00
 0.38000000E+03   0.20182880E+00   0.20191559E+00   0.20056969E+00
 0.39000000E+03   0.20183831E+00   0.20194240E+00   0.20058742E+00
 0.40000000E+03   0.20184786E+00   0.20196906E+00   0.20060481E+00
 0.41000000E+03   0.20185747E+00   0.20199554E+00   0.20062188E+00
 0.42000000E+03   0.20186714E+00   0.20202186E+00   0.20063866E+00
 0.43000000E+03   0.20187688E+00   0.20204800E+00   0.20065515E+00
 0.44000000E+03   0.20188668E+00   0.20207396E+00   0.20067137E+00
 0.45000000E+03   0.20189656E+00   0.20209974E+00   0.20068735E+00
 0.46000000E+03   0.20190651E+00   0.20212535E+00   0.20070308E+00
 0.47000000E+03   0.20191654E+00   0.20215078E+00   0.20071859E+00
 0.48000000E+03   0.20192666E+00   0.20217602E+00   0.20073389E+00
 0.49000000E+03   0.20193687E+00   0.20220109E+00   0.20074899E+00
 0.50000000E+03   0.20194716E+00   0.20222597E+00   0.20076389E+00
