 0.10000000E+02   0.20092228E+00   0.20063840E+00   0.19954653E+00
 0.20000000E+02   0.20118096E+00   0.20079199E+00   0.19947209E+00
 0.30000000E+02   0.20132148E+00   0.20090667E+00   0.19947138E+00
 0.40000000E+02   0.20141110E+00   0.20099613E+00   0.19949977E+00
 0.50000000E+02   0.20147377E+00   0.20106711E+00   0.19954186E+00
 0.60000000E+02   0.20152052E+00   0.20112493E+00   0.19959046E+00
 0.70000000E+02   0.20155719E+00   0.20117354E+00   0.19964175E+00
 0.80000000E+02   0.20158713E+00   0.20121572E+00   0.19969364E+00
 0.90000000E+02   0.20161234E+00   0.20125342E+00   0.19974494E+00
 0.10000000E+03   0.20163413E+00   0.20128801E+00   0.19979498E+00
 0.11000000E+03   0.20165338E+00   0.20132044E+00   0.19984337E+00
 0.12000000E+03   0.20167069E+00   0.20135140E+00   0.19988992E+00
 0.13000000E+03   0.20168650E+00   0.20138136E+00   0.19993454E+00
 0.14000000E+03   0.20170113E+00   0.20141066E+00   0.19997720E+00
 0.15000000E+03   0.20171481E+00   0.20143954E+00   0.20001795E+00
 0.16000000E+03   0.20172774E+00   0.20146815E+00   0.20005683E+00
 0.17000000E+03   0.20174004E+00   0.20149662E+00   0.20009394E+00
 0.18000000E+03   0.20175184E+00   0.20152502E+00   0.20012935E+00
 0.19000000E+03   0.20176321E+00   0.20155340E+00   0.20016317E+00
 0.20000000E+03   0.20177422E+00   0.20158180E+00   0.20019550E+00
 0.21000000E+03   0.20178493E+00   0.20161023E+00   0.20022645E+00
 0.22000000E+03   0.20179540E+00   0.20163870E+00   0.20025610E+00
 0.23000000E+03   0.20180564E+00   0.20166721E+00   0.20028456E+00
 0.24000000E+03   0.20181571E+00   0.20169575E+00   0.20031191E+00
 0.25000000E+03   0.20182562E+00   0.20172431E+00   0.20033823E+00
 0.26000000E+03   0.20183541E+00   0.20175288E+00   0.20036361E+00
 0.27000000E+03   0.20184509E+00   0.20178144E+00   0.20038811E+00
 0.28000000E+03   0.20185469E+00   0.20180986E+00   0.20041179E+00
 0.29000000E+03   0.20186422E+00   0.20183815E+00   0.20043473E+00
 0.30000000E+03   0.20187369E+00   0.20186629E+00   0.20045697E+00
 0.31000000E+03   0.20188313E+00   0.20189425E+00   0.20047856E+00
 0.32000000E+03   0.20189254E+00   0.20192205E+00   0.20049956E+00
 0.33000000E+03   0.20190194E+00   0.20194965E+00   0.20052000E+00
 0.34000000E+03   0.20191134E+00   0.20197706E+00   0.20053992E+00
 0.35000000E+03   0.20192075E+00   0.20200425E+00   0.20055937E+00
 0.36000000E+03   0.20193018E+00   0.20203123E+00   0.20057836E+00
 0.37000000E+03   0.20193963E+00   0.20205799E+00   0.20059693E+00
 0.38000000E+03   0.20194912E+00   0.20208452E+00   0.20061511E+00
 0.39000000E+03   0.20195866E+00   0.20211082E+00   0.20063293E+00
 0.40000000E+03   0.20196824E+00   0.20213689E+00   0.20065039E+00
 0.41000000E+03   0.20197788E+00   0.20216272E+00   0.20066754E+00
 0.42000000E+03   0.20198757E+00   0.20218832E+00   0.20068438E+00
 0.43000000E+03   0.20199733E+00   0.20221368E+00   0.20070093E+00
 0.44000000E+03   0.20200716E+00   0.20223879E+00   0.20071721E+00
 0.45000000E+03   0.20201706E+00   0.20226368E+00   0.20073324E+00
 0.46000000E+03   0.20202705E+00   0.20228832E+00   0.20074902E+00
 0.47000000E+03   0.20203711E+00   0.20231273E+00   0.20076458E+00
 0.48000000E+03   0.20204726E+00   0.20233690E+00   0.20077992E+00
 0.49000000E+03   0.20205750E+00   0.20236084E+00   0.20079505E+00
 0.50000000E+03   0.20206782E+00   0.20238455E+00   0.20080999E+00
