    62.75000000       2.79480122
    63.00000000       2.78835961
    63.25000000       2.78197086
    63.50000000       2.77563438
    63.75000000       2.76934962
    64.00000000       2.76311601
    64.25000000       2.75693301
    64.50000000       2.75080008
    64.75000000       2.74471667
    65.00000000       2.73868227
    65.25000000       2.73269636
    65.50000000       2.72675841
    65.75000000       2.72086792
    66.00000000       2.71502440
    66.25000000       2.70922734
    66.50000000       2.70347627
    66.75000000       2.69777069
    67.00000000       2.69211014
    67.25000000       2.68649415
    67.50000000       2.68092225
    67.75000000       2.67539399
    68.00000000       2.66990892
    68.25000000       2.66446659
    68.50000000       2.65906657
    68.75000000       2.65370842
    69.00000000       2.64839171
    69.25000000       2.64311602
    69.50000000       2.63788094
    69.75000000       2.63268605
    70.00000000       2.62753095
    70.25000000       2.62241523
    70.50000000       2.61733850
    70.75000000       2.61230036
    71.00000000       2.60730044
    71.25000000       2.60233834
    71.50000000       2.59741369
    71.75000000       2.59252611
    72.00000000       2.58767525
    72.25000000       2.58286073
    72.50000000       2.57808220
    72.75000000       2.57333930
    73.00000000       2.56863169
    73.25000000       2.56395900
    73.50000000       2.55932091
    73.75000000       2.55471708
    74.00000000       2.55014716
    74.25000000       2.54561084
    74.50000000       2.54110778
    74.75000000       2.53663767
    75.00000000       2.53220018
    75.25000000       2.52779499
    75.50000000       2.52342181
    75.75000000       2.51908032
    76.00000000       2.51477022
    76.25000000       2.51049121
    76.50000000       2.50624298
    76.75000000       2.50202526
    77.00000000       2.49783775
    77.25000000       2.49368015
    77.50000000       2.48955220
    77.75000000       2.48545361
    78.00000000       2.48138409
    78.25000000       2.47734339
    78.50000000       2.47333123
    78.75000000       2.46934734
    79.00000000       2.46539145
    79.25000000       2.46146331
    79.50000000       2.45756266
    79.75000000       2.45368925
    80.00000000       2.44984281
    80.25000000       2.44602310
    80.50000000       2.44222987
    80.75000000       2.43846289
    81.00000000       2.43472190
    81.25000000       2.43100667
    81.50000000       2.42731696
    81.75000000       2.42365254
    82.00000000       2.42001318
    82.25000000       2.41639865
    82.50000000       2.41280873
    82.75000000       2.40924318
    83.00000000       2.40570179
    83.25000000       2.40218435
    83.50000000       2.39869063
    83.75000000       2.39522041
    84.00000000       2.39177350
    84.25000000       2.38834968
    84.50000000       2.38494874
    84.75000000       2.38157048
    85.00000000       2.37821469
    85.25000000       2.37488118
    85.50000000       2.37156974
    85.75000000       2.36828018
    86.00000000       2.36501231
    86.25000000       2.36176593
    86.50000000       2.35854086
    86.75000000       2.35533690
    87.00000000       2.35215387
    87.25000000       2.34899159
    87.50000000       2.34584987
    87.75000000       2.34272853
    88.00000000       2.33962740
    88.25000000       2.33654629
    88.50000000       2.33348504
    88.75000000       2.33044346
    89.00000000       2.32742140
    89.25000000       2.32441868
    89.50000000       2.32143512
    89.75000000       2.31847058
    90.00000000       2.31552487
    90.25000000       2.31259785
    90.50000000       2.30968934
    90.75000000       2.30679920
    91.00000000       2.30392725
    91.25000000       2.30107335
    91.50000000       2.29823734
    91.75000000       2.29541906
    92.00000000       2.29261838
    92.25000000       2.28983512
    92.50000000       2.28706916
    92.75000000       2.28432034
    93.00000000       2.28158852
    93.25000000       2.27887354
    93.50000000       2.27617528
    93.75000000       2.27349358
    94.00000000       2.27082832
    94.25000000       2.26817934
    94.50000000       2.26554652
    94.75000000       2.26292972
    95.00000000       2.26032880
    95.25000000       2.25774363
    95.50000000       2.25517408
    95.75000000       2.25262002
    96.00000000       2.25008131
    96.25000000       2.24755784
    96.50000000       2.24504948
    96.75000000       2.24255609
    97.00000000       2.24007757
    97.25000000       2.23761377
    97.50000000       2.23516459
    97.75000000       2.23272989
    98.00000000       2.23030957
    98.25000000       2.22790351
    98.50000000       2.22551157
    98.75000000       2.22313366
    99.00000000       2.22076966
    99.25000000       2.21841945
    99.50000000       2.21608291
    99.75000000       2.21375995
   100.00000000       2.21145044
